Samples	M1_S1	M2_S2	M3_S3	N4_S4	N5_S5	N6_S6	O1_S7	O2_S8	O3_S9	V1_S10	V4_S12	V6_S11	X1_S13	X2_S14	X4_S15	Z2_S16	Z3_S17	Z4_S18
Condition	Remission-Responder	Remission-Responder	Remission-Responder	Relapse-non-responder	Relapse-non-responder	Relapse-non-responder	Baseline-Active	Baseline-Active	Baseline-Active	Baseline-Active	Baseline-Active	Baseline-Active	Relapse-non-responder	Relapse-non-responder	Relapse-non-responder	Remission-Responder	Remission-Responder	Remission-Responder
Bacteria |Firmicutes |Clostridia |Clostridiales |Lachnospiraceae |Unknown|Lachnospiraceae bacterium AC2031 	0	0	0	0	0	0	0	0	0	0	0	0	1.41E-06	4.41E-07	2.68E-06	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Peptostreptococcaceae |Intestinibacter |Intestinibacter bartlettii 	0	0	0	0.002052555	0.000220002	0.000160894	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Peptostreptococcaceae |Unknown|[Clostridium] hiranonis 	0	0	0	1.68E-05	2.48E-06	7.58E-06	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Ruminococcaceae |Ruminococcus |Ruminococcus sp. AF21-42 	0	0	0	0	0	0	0	0	0	0	0	0	0	5.89E-06	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Ruminococcaceae |Ruminococcus |Ruminococcus sp. AM42-10AC 	0	0	0	0	0	0	0	0	0	1.11E-06	1.34E-06	2.61E-06	0	0	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Unknown|Unknown|Clostridiales bacterium AF36-10 	0	0	0	0	0	0	0	0	0	0	0	0	3.25E-06	1.77E-06	5.69E-06	0	0	0
Bacteria |Firmicutes |Negativicutes |Selenomonadales |Selenomonadaceae |Megamonas |Megamonas funiformis 	0	0	0	0	0	0	0.00104873	0.0008715	0.002408445	4.46E-07	0	1.24E-05	0	0	0	0	0	0
Bacteria |Firmicutes |Negativicutes |Selenomonadales |Selenomonadaceae |Megamonas |Megamonas sp. Calf98-2 	0	0	0	0	0	0	0.000111319	8.96E-05	0.000198085	0	0	1.12E-06	0	0	0	0	0	0
Bacteria |Firmicutes |Negativicutes |Selenomonadales |Selenomonadaceae |Unknown|Unknown	0	0	0	0	0	0	1.49E-06	2.28E-06	2.97E-06	2.23E-07	0	1.10E-05	0	0	0	0	0	0
Bacteria |Firmicutes |Negativicutes |Veillonellales |Veillonellaceae |Veillonella |Veillonella atypica 	0	0	0	6.50E-06	2.76E-07	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria |Firmicutes |Negativicutes |Veillonellales |Veillonellaceae |Veillonella |Veillonella dispar 	0	0	0	4.24E-05	2.48E-06	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria |Firmicutes |Negativicutes |Veillonellales |Veillonellaceae |Veillonella |Veillonella parvula 	0	0	0	2.36E-05	3.03E-06	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria |Firmicutes |Negativicutes |Veillonellales |Veillonellaceae |Veillonella |Veillonella sp. DORA_A_3_16_22 	0	0	0	1.44E-05	1.10E-06	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria |Firmicutes |Negativicutes |Veillonellales |Veillonellaceae |Veillonella |Veillonella sp. oral taxon 158 	0	0	0	8.56E-06	1.93E-06	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria |Firmicutes |Negativicutes |Veillonellales |Veillonellaceae |Veillonella |Veillonella sp. S13053-19 	0	0	0	1.95E-05	1.93E-06	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria |Firmicutes |unified Firmicutes sensu stricto no rank|Unknown|Unknown|Unknown|Firmicutes bacterium AF12-30 	0	0	0	0	0	0	0	0	0	0	0	0	7.06E-07	0	1.67E-06	0	0	0
Bacteria |Proteobacteria |Alphaproteobacteria |Rhodospirillales |Rhodospirillaceae |Azospirillum |Azospirillum sp. 51_20 	0	0	0	0	0	0	7.46E-06	3.23E-06	0	0	0	0	0	0	0	0	0	0
Bacteria |Proteobacteria |Betaproteobacteria |Burkholderiales |Sutterellaceae |Sutterella |Sutterella sp. 54_7 	0	0	0	0	0	0	0	0	0	9.81E-05	0	0	0	0	0	0	0	0
Bacteria |Proteobacteria |Deltaproteobacteria |Unknown|Unknown|Unknown|Deltaproteobacteria bacterium 	0	0	0	0	0	0	1.49E-06	2.28E-06	1.25E-06	0	0	0	0	0	0	0	0	0
Bacteria |Proteobacteria |Gammaproteobacteria |Enterobacterales |Enterobacteriaceae |Enterobacter |Unknown	0	0	0	3.42E-06	2.76E-07	1.19E-05	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria |Proteobacteria |Gammaproteobacteria |Enterobacterales |Morganellaceae |Proteus |Unknown	0	0	0	2.40E-06	2.62E-05	3.55E-06	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria |Proteobacteria |Gammaproteobacteria |Vibrionales |Vibrionaceae |Vibrio |Unknown	0	0	0	3.42E-07	3.03E-06	4.84E-07	2.98E-07	3.80E-07	1.56E-07	0	0	0	0	0	0	0	0	0
Bacteria |Bacteroidetes |Bacteroidia |Bacteroidales |Bacteroidaceae |Bacteroides |Bacteroides sp. 44_46 	0	0	0	1.57E-05	3.31E-06	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Eubacteriaceae |Eubacterium |Eubacterium sp. TM06-47 	0	0	0	0	0	0	0	0	9.38E-07	0.000148277	0	4.05E-05	0	0	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Lachnospiraceae |Unknown|Lachnospiraceae bacterium TF09-5 	0	0	0	0	0	0	0	0	0	0	0	0	0	1.55E-05	0	0	0	0
Bacteria |Bacteroidetes |Bacteroidia |Bacteroidales |Bacteroidaceae |Bacteroides |Bacteroides sartorii 	0	0	0	0	0	0	0	0	4.38E-06	0.000209594	0.000375329	0.000358773	0	2.94E-07	6.69E-07	0	0	0
Bacteria |Bacteroidetes |Bacteroidia |Bacteroidales |Bacteroidaceae |Bacteroides |Bacteroides sp. AF14-46 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09E-06	6.00E-07	1.27E-06
Bacteria |Firmicutes |Clostridia |Clostridiales |Lachnospiraceae |Coprococcus |Coprococcus sp. AF18-48 	0	0	0	0	0	0	0	0	0	0	0	0	9.88E-07	0	7.03E-06	0	0	0
Bacteria |Proteobacteria |Betaproteobacteria |Burkholderiales |Unknown|Unknown|Burkholderiales bacterium 1_1_47 	0	0	0	0	0	0	0	0	0	4.06E-05	0	0	0	0	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Lachnospiraceae |Anaerostipes |Anaerostipes sp. CAG	0	0	0	0	0	0	0	0	0	0	0	0	0	4.41E-07	7.20E-06	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Clostridium |Clostridium sp. CL-2 	6.50E-07	7.11E-07	1.96E-06	0.000657146	6.62E-05	8.66E-05	0	0	0	0	0	0	2.82E-07	0	0.000279134	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Peptostreptococcaceae |Romboutsia |[Clostridium] dakarense 	9.74E-07	1.66E-06	3.92E-07	9.93E-06	5.79E-06	2.90E-06	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Unknown|Unknown|Clostridiales bacterium GWE2_32_10 	1.79E-06	2.37E-06	2.55E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria |Verrucomicrobia |Verrucomicrobiae |Verrucomicrobiales |Akkermansiaceae |Akkermansia |Akkermansia sp. CAG	1.01E-05	6.64E-06	8.62E-06	0	0	0	0	0	0	0	0	0	2.82E-07	0	0	0	0	0
Bacteria |Proteobacteria |Deltaproteobacteria |Desulfovibrionales |Desulfonatronaceae |Desulfonatronum |Desulfonatronum thiodismutans 	0	2.37E-07	1.96E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Viruses |Unknown|unified bacterial viruses no rank|Unknown|Unknown|Unknown|Cellulophaga phage phi14	0	4.03E-06	4.90E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria |Actinobacteria |Actinobacteria |Unknown|Unknown|Unknown|uncultured actinobacterium HF0130_15N16 	0	0	0	3.90E-05	5.79E-06	4.51E-06	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria |Bacteroidetes |Bacteroidia |Bacteroidales |Bacteroidaceae |Bacteroides |Bacteroides sp. AM23-12 	0	0	0	5.31E-05	5.24E-06	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria |Firmicutes |Bacilli |Bacillales |Bacillaceae |Bacillus |Bacillus sp. YN-1 	0	0	0	5.82E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria |Firmicutes |Bacilli |Bacillales |Bacillaceae |Bacillus |Bacillus thermozeamaize 	0	0	0	0.000185849	5.24E-06	2.84E-05	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria |Firmicutes |Bacilli |Bacillales |Listeriaceae |Listeria |Unknown	0	0	0	3.08E-06	2.48E-06	6.45E-07	5.97E-07	1.90E-07	3.44E-06	0	0	0	0	0	0	0	0	0
Bacteria |Firmicutes |Bacilli |Bacillales |Paenibacillaceae |Brevibacillus |Brevibacillus panacihumi 	0	0	0	1.27E-05	1.10E-06	9.67E-07	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria |Firmicutes |Bacilli |Lactobacillales |Enterococcaceae |Enterococcus |Enterococcus canintestini 	0	0	0	3.42E-07	2.76E-07	0	0	9.49E-07	1.61E-05	0	0	0	0	0	0	0	0	0
Bacteria |Firmicutes |Bacilli |Lactobacillales |Enterococcaceae |Enterococcus |Enterococcus gallinarum 	0	0	0	8.21E-06	1.76E-05	7.09E-06	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria |Firmicutes |Bacilli |Lactobacillales |Enterococcaceae |Enterococcus |Enterococcus hirae 	0	0	0	3.42E-07	2.76E-07	8.06E-07	0	0	0	0	0	0	0	8.83E-07	5.52E-06	0	0	0
Bacteria |Firmicutes |Bacilli |Lactobacillales |Enterococcaceae |Enterococcus |Enterococcus sp. 3H8_DIV0648 	0	0	0	4.11E-06	2.76E-06	1.13E-06	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria |Firmicutes |Bacilli |Lactobacillales |Enterococcaceae |Enterococcus |Enterococcus sp. CR-Ec1 	0	0	0	3.42E-06	9.37E-06	1.45E-06	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria |Firmicutes |Bacilli |Lactobacillales |Enterococcaceae |Enterococcus |Enterococcus sp. HMSC05C03 	0	0	0	7.19E-06	9.37E-06	1.93E-06	1.19E-06	2.47E-06	9.07E-06	0	0	0	0	0	0	0	0	0
Bacteria |Firmicutes |Bacilli |Lactobacillales |Enterococcaceae |Enterococcus |Enterococcus sp. HMSC064A12 	0	0	0	1.03E-06	1.10E-06	6.45E-07	5.97E-07	0	1.56E-06	0	0	0	0	0	0	0	0	0
Bacteria |Firmicutes |Bacilli |Lactobacillales |Lactobacillaceae |Lactobacillus |Lactobacillus nantensis 	0	0	0	4.11E-06	3.58E-06	8.06E-07	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Clostridium |Clostridium acidisoli 	0	0	0	7.53E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Clostridium |Clostridium baratii 	0	0	0	9.51E-05	8.55E-06	6.13E-06	1.49E-06	1.71E-06	4.69E-07	0	8.03E-07	7.45E-07	5.64E-07	5.89E-07	2.01E-06	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Clostridium |Clostridium celatum 	0	0	0	1.13E-05	0	0	0	0	0	0	0	0	0	0	8.38E-05	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Clostridium |Clostridium chauvoei 	0	0	0	6.85E-06	6.62E-06	4.84E-06	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Clostridium |Clostridium gasigenes 	0	0	0	2.05E-06	6.62E-06	3.87E-06	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Clostridium |Clostridium nigeriense 	0	0	0	3.73E-05	4.69E-06	1.77E-06	0	0	0	0	0	2.48E-07	0	0	1.67E-07	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Clostridium |Clostridium saudiense 	0	0	0	1.71E-05	8.27E-07	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Clostridium |Clostridium sp. 7_2_43FAA 	0	0	0	0.00015265	6.64E-05	4.39E-05	0	0	0	0	0	0	1.41E-07	0	1.00E-06	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Clostridium |Clostridium sp. C8 	0	0	0	1.03E-05	1.08E-05	1.05E-05	0	0	0	0	0	0	0	0	2.01E-06	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Clostridium |Clostridium tertium 	0	0	0	0.002388315	0.00097595	0.000276486	0	0	0	0	0	0	7.06E-07	0	2.48E-05	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Clostridium |Clostridium ventriculi 	0	0	0	6.85E-07	8.27E-07	4.84E-07	0	0	0	0	0	0	7.06E-07	0.001261018	4.69E-06	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Lachnospiraceae |Niameybacter |Niameybacter massiliensis* 	0	0	0	2.74E-06	0	0	0	0	0	0	0	0	0	0	1.67E-06	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Peptostreptococcaceae |Asaccharospora |Asaccharospora irregularis* 	0	0	0	8.21E-06	4.69E-06	1.13E-06	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Peptostreptococcaceae |Paraclostridium |Paraclostridium benzoelyticum 	0	0	0	6.85E-07	0	0	0	0	0	0	0	6.21E-07	0	0	8.53E-06	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Peptostreptococcaceae |Paraclostridium |Paraclostridium bifermentans 	0	0	0	3.42E-06	2.76E-06	1.13E-06	2.98E-07	1.14E-06	4.69E-07	0	0	0	0	0	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Peptostreptococcaceae |Peptoclostridium |Peptoclostridium litorale 	0	0	0	0.000107128	0.000772213	0.000114947	0	0	0	0	0	0	0	0	8.30E-05	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Peptostreptococcaceae |Romboutsia |Romboutsia hominis 	0	0	0	4.45E-06	8.27E-07	1.61E-07	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Peptostreptococcaceae |Romboutsia |Romboutsia ilealis 	0	0	0	0.000675971	6.62E-06	5.80E-06	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Peptostreptococcaceae |Romboutsia |Romboutsia lituseburensis 	0	0	0	6.47E-05	4.41E-06	1.93E-06	0	0	0	4.46E-07	0	2.48E-07	0	0	1.51E-06	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Peptostreptococcaceae |Romboutsia |Romboutsia timonensis 	0	0	0	9.24E-06	1.65E-06	9.67E-07	0	0	0	2.23E-07	0	3.72E-07	0	0	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Peptostreptococcaceae |Romboutsia |Romboutsia weinsteinii 	0	0	0	4.24E-05	9.37E-06	5.32E-06	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Peptostreptococcaceae |Tepidibacter |Unknown	0	0	0	2.60E-05	0	6.45E-07	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Peptostreptococcaceae |Terrisporobacter |Terrisporobacter glycolicus 	0	0	0	5.72E-05	7.44E-06	3.18E-05	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Peptostreptococcaceae |Terrisporobacter |Terrisporobacter othiniensis 	0	0	0	0.000180031	2.76E-05	9.67E-05	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Peptostreptococcaceae |Unknown|Peptostreptococcaceae bacterium VA2 	0	0	0	1.71E-06	4.14E-06	1.61E-06	0	0	0	0	0	0	0	0	2.01E-06	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Unknown|Anaerovirgula |Anaerovirgula multivorans* 	0	0	0	3.70E-05	2.76E-07	1.77E-06	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria |Firmicutes |Erysipelotrichia |Erysipelotrichales |Erysipelotrichaceae |Turicibacter |Turicibacter sanguinis 	0	0	0	0.002947574	0.000102557	0.000518955	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria |Firmicutes |Erysipelotrichia |Erysipelotrichales |Erysipelotrichaceae |Turicibacter |Turicibacter sp. HGF1 	0	0	0	0.000333022	1.13E-05	4.76E-05	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria |Firmicutes |Erysipelotrichia |Erysipelotrichales |Erysipelotrichaceae |Turicibacter |Unknown	0	0	0	0.041003517	0.001087054	0.005862143	0	0	0	0	0	0	0	0	1.17E-06	0	0	0
Bacteria |Firmicutes |Negativicutes |Veillonellales |Veillonellaceae |Veillonella |Veillonella sp. 	0	0	0	2.46E-05	4.41E-06	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria |Firmicutes |Negativicutes |Veillonellales |Veillonellaceae |Veillonella |Veillonella sp. AM51-8BH 	0	0	0	4.45E-06	8.27E-07	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria |Firmicutes |Negativicutes |Veillonellales |Veillonellaceae |Veillonella |Veillonella sp. HPA0037 	0	0	0	6.50E-06	8.27E-07	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria |Proteobacteria |Gammaproteobacteria |Enterobacterales |Enterobacteriaceae |Buttiauxella |Buttiauxella gaviniae 	0	0	0	7.19E-06	1.65E-06	3.22E-07	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria |Proteobacteria |Gammaproteobacteria |Enterobacterales |Enterobacteriaceae |Buttiauxella |Unknown	0	0	0	5.13E-06	1.10E-06	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria |Proteobacteria |Gammaproteobacteria |Enterobacterales |Enterobacteriaceae |Citrobacter |Citrobacter freundii complex  group	0	0	0	0.000164629	3.03E-05	9.67E-05	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria |Proteobacteria |Gammaproteobacteria |Enterobacterales |Enterobacteriaceae |Citrobacter |Citrobacter sp. KTE151 	0	0	0	1.03E-06	2.76E-07	6.77E-06	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria |Proteobacteria |Gammaproteobacteria |Enterobacterales |Enterobacteriaceae |Citrobacter |Citrobacter sp. KTE32 	0	0	0	8.90E-06	1.38E-06	4.84E-07	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria |Proteobacteria |Gammaproteobacteria |Enterobacterales |Enterobacteriaceae |Citrobacter |Citrobacter sp. MH181794 	0	0	0	6.16E-06	1.93E-06	6.45E-07	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria |Proteobacteria |Gammaproteobacteria |Enterobacterales |Enterobacteriaceae |Citrobacter |Unknown	0	0	0	0.00037204	6.29E-05	0.000246338	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria |Proteobacteria |Gammaproteobacteria |Enterobacterales |Enterobacteriaceae |Enterobacter |Enterobacter sp. Bisph1 	0	0	0	3.76E-06	2.76E-07	3.22E-07	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria |Proteobacteria |Gammaproteobacteria |Enterobacterales |Enterobacteriaceae |Klebsiella |Klebsiella michiganensis 	0	0	0	1.37E-06	2.43E-05	3.19E-05	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria |Proteobacteria |Gammaproteobacteria |Enterobacterales |Yersiniaceae |Rahnella |Rahnella victoriana 	0	0	0	3.42E-06	8.27E-07	1.61E-07	0	0	0	0	0	0	0	0	0	0	0	0
Viruses |Unknown|Unknown|Caudovirales |Unknown|Unknown|uncultured Caudovirales phage 	0	0	0	6.85E-07	0	0	0	0	0	0	0	0	2.54E-06	1.32E-06	8.37E-07	0	0	0
Viruses |Unknown|Unknown|Ortervirales |Retroviridae |Gammaretrovirus |Porcine type-C oncovirus 	0	0	0	4.45E-06	2.76E-06	4.84E-07	0	0	0	0	0	0	1.41E-07	0	1.67E-07	0	0	0
Bacteria |Proteobacteria |Gammaproteobacteria |Enterobacterales |Enterobacteriaceae |Klebsiella |Klebsiella variicola 	0	0	0	0	3.03E-06	6.45E-07	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria |Proteobacteria |Gammaproteobacteria |Enterobacterales |Enterobacteriaceae |Kluyvera |Kluyvera ascorbata 	0	0	0	0	0	5.00E-06	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria |Actinobacteria |Actinobacteria |Bifidobacteriales |Bifidobacteriaceae |Bifidobacterium |Bifidobacterium actinocoloniiforme 	0	0	0	0	0	0	5.67E-06	2.92E-05	1.28E-05	0	0	0	0	0	0	0	0	0
Bacteria |Proteobacteria |Betaproteobacteria |Burkholderiales |Burkholderiaceae |Paraburkholderia |Paraburkholderia sacchari 	0	0	0	0	0	0	4.18E-06	1.90E-06	0	0	0	0	0	0	0	0	0	0
Bacteria |Proteobacteria |Betaproteobacteria |Burkholderiales |Burkholderiaceae |Unknown|Unknown	0	0	0	0	0	0	8.95E-07	1.90E-07	2.19E-06	0	0	0	0	0	0	0	0	0
Bacteria |Synergistetes |Synergistia |Synergistales |Synergistaceae |Jonquetella |Jonquetella anthropi 	0	0	0	0	0	0	6.57E-06	3.42E-06	3.44E-06	0	0	0	0	0	0	0	0	0
Viruses |Unknown|unified bacterial viruses no rank|Unknown|Unknown|Unknown|Phage DP-2017a 	0	0	0	0	0	0	0	1.90E-07	1.56E-07	0.000357871	5.57E-05	0.00011715	2.82E-07	4.41E-07	0	0	0	0
Bacteria |Bacteroidetes |Bacteroidia |Bacteroidales |Muribaculaceae |Muribaculum |Muribaculum sp. An289 	0	0	0	0	0	0	0	0	6.25E-07	3.57E-06	1.61E-06	6.45E-06	0	0	0	0	0	0
Bacteria |Bacteroidetes |Bacteroidia |Bacteroidales |Prevotellaceae |Prevotella |Prevotella sp. P4-119 	0	0	0	0	0	0	0	0	3.13E-07	9.81E-06	0	1.76E-05	0	0	0	0	0	0
Bacteria |Firmicutes |Bacilli |Lactobacillales |Streptococcaceae |Streptococcus |Streptococcus lutetiensis 	0	0	0	0	0	0	0	0	4.53E-06	6.76E-05	1.10E-05	6.30E-05	0	0	0	0	0	0
Bacteria |Firmicutes |Bacilli |Lactobacillales |Streptococcaceae |Streptococcus |Streptococcus parauberis 	0	0	0	0	0	0	0	0	3.13E-07	5.35E-06	3.75E-06	1.92E-05	0	0	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Eubacteriaceae |Eubacterium |Eubacterium sp. AM28-29 	0	0	0	0	0	0	0	0	3.13E-07	2.36E-05	0	8.19E-06	0	0	0	0	0	0
Bacteria |Actinobacteria |Coriobacteriia |Coriobacteriales |Coriobacteriaceae |Collinsella |Collinsella sp. OM07-12 	0	0	0	0	0	0	0	0	0	6.69E-07	1.07E-06	4.22E-06	0	0	0	0	0	0
Bacteria |Bacteroidetes |Bacteroidia |Bacteroidales |Bacteroidaceae |Bacteroides |Bacteroides sp. AF34-31BH 	0	0	0	0	0	0	0	0	0	9.81E-06	2.68E-07	1.24E-07	0	0	0	0	0	0
Bacteria |Bacteroidetes |Bacteroidia |Bacteroidales |Bacteroidaceae |Bacteroides |Bacteroides sp. D1 	0	0	0	0	0	0	0	0	0	8.92E-07	5.35E-07	1.74E-06	0	0	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Eubacteriaceae |Eubacterium |Eubacterium sp. TM05-53 	0	0	0	0	0	0	0	0	0	0.000108811	0	3.15E-05	0	0	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Lachnospiraceae |Unknown|Lachnospiraceae bacterium JC7 	0	0	0	0	0	0	0	0	0	2.03E-05	0	0	0	0	0	0	0	0
Bacteria |Proteobacteria |Alphaproteobacteria |Rhizobiales |Methylobacteriaceae |Methylobacterium |Methylobacterium sp. Leaf123 	0	0	0	0	0	0	0	0	0	2.45E-06	0	0	0	0	0	0	0	0
Bacteria |Proteobacteria |Deltaproteobacteria |Syntrophobacterales |Syntrophaceae |Syntrophus |Unknown	0	0	0	0	0	0	0	0	0	4.01E-06	0	0	0	0	0	0	0	0
Bacteria |Spirochaetes |Spirochaetia |Brachyspirales |Brachyspiraceae* |Brachyspira* |Unknown	0	0	0	0	0	0	0	0	0	2.23E-07	2.68E-07	1.24E-06	0	0	0	0	0	0
Bacteria |Firmicutes |Bacilli |Lactobacillales |Streptococcaceae |Streptococcus |Streptococcus infantarius 	0	0	0	0	0	0	0	0	0	0	2.14E-06	4.59E-06	0	0	0	0	0	0
Bacteria |Actinobacteria |unified Actinobacteria no rank|Unknown|Unknown|Unknown|Actinobacteria bacterium HGW-Actinobacteria-7 	0	0	0	0	0	0	0	0	0	0	0	0	3.39E-06	0	0	0	0	0
Bacteria |Firmicutes |Bacilli |Bacillales |Bacillaceae |Bacillus |Bacillus sp. CAG	0	0	0	0	0	0	0	0	0	0	0	0	2.68E-06	3.24E-06	8.37E-07	0	0	0
Bacteria |Firmicutes |Bacilli |Bacillales |Bacillaceae |Bacillus |Bacillus sp. Marseille-P3661 	0	0	0	0	0	0	0	0	0	0	0	0	4.52E-06	0	0	0	0	0
Bacteria |Firmicutes |Bacilli |Bacillales |Paenibacillaceae |Paenibacillus |Paenibacillus lactis 	0	0	0	0	0	0	0	0	0	0	0	0	5.36E-06	1.03E-06	2.49E-05	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Clostridium |Clostridium sp. C105KSO15 	0	0	0	0	0	0	0	0	0	0	0	0	3.39E-06	8.83E-07	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Inediibacterium |Inediibacterium massiliense* 	0	0	0	0	0	0	0	0	0	0	0	0	1.41E-05	1.18E-06	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Defluviitaleaceae |Vallitalea |Vallitalea guaymasensis 	0	0	0	0	0	0	0	0	0	0	0	0	7.06E-07	1.62E-06	1.67E-07	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Lachnospiraceae |Anaerocolumna |Anaerocolumna aminovalerica 	0	0	0	0	0	0	0	0	0	0	0	0	7.06E-07	8.83E-07	4.02E-06	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Lachnospiraceae |Butyrivibrio |Butyrivibrio sp. INlla14 	0	0	0	0	0	0	0	0	0	0	0	0	2.82E-07	2.65E-06	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Lachnospiraceae |Lachnoclostridium |[Desulfotomaculum] guttoideum 	0	0	0	0	0	0	0	0	0	0	0	0	1.13E-06	1.77E-06	8.37E-07	0	0	0
