Condition	Remission-Responder	Remission-Responder	Remission-Responder	Relapse-non-responder	Relapse-non-responder	Relapse-non-responder	Baseline-Active	Baseline-Active	Baseline-Active	Baseline-Active	Baseline-Active	Baseline-Active	Relapse-non-responder	Relapse-non-responder	Relapse-non-responder	Remission-Responder	Remission-Responder	Remission-Responder				
Taxonomy	M1_S1	M2_S2	M3_S3	N4_S4	N5_S5	N6_S6	O1_S7	O2_S8	O3_S9	V1_S10	V4_S12	V6_S11	X1_S13	X2_S14	X4_S15	Z2_S16	Z3_S17	Z4_S18				
Bacteria |Bacteroidetes |Bacteroidia |Bacteroidales |Bacteroidaceae |Bacteroides |Bacteroides sp. 2_1_33B 	0	0	0	0	0	0	0	1.81E-07	0	0	0	6.72E-07	0	0	0	0	0	0				
Bacteria |Bacteroidetes |Bacteroidia |Bacteroidales |Bacteroidaceae |Bacteroides |Bacteroides sp. 44_46 	0	0	0	1.24E-05	3.02E-06	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Bacteroidetes |Bacteroidia |Bacteroidales |Bacteroidaceae |Bacteroides |Bacteroides sp. An269 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Bacteroidetes |Bacteroidia |Bacteroidales |Porphyromonadaceae |Porphyromonas |Porphyromonas sp. 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Bacteroidetes |Bacteroidia |Bacteroidales |Porphyromonadaceae |Porphyromonas |Porphyromonas sp. COT-108 OH1349 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Bacteroidetes |Bacteroidia |Bacteroidales |Porphyromonadaceae |Unknown|Porphyromonadaceae bacterium NLAE-zl-C104 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Bacteroidetes |Bacteroidia |Bacteroidales |Prevotellaceae |Prevotella |Prevotella lascolaii 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Bacteroidetes |Bacteroidia |Bacteroidales |Prevotellaceae |Prevotella |Prevotella sp. MGM1 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Bacteroidetes |Bacteroidia |Bacteroidales |Prevotellaceae |Prevotella |Prevotella sp. P6B4 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Bacteroidetes |Bacteroidia |Marinilabiliales |Unknown|Unknown|Marinilabiliales bacterium* 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Bacteroidetes |Cytophagia |Cytophagales |Cytophagaceae |Dyadobacter |Dyadobacter crusticola 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Bacteroidetes |Flavobacteriia |Flavobacteriales |Flavobacteriaceae |Maribacter |Maribacter sp. T28 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Bacteroidetes |Sphingobacteriia |Sphingobacteriales |Sphingobacteriaceae |Pedobacter |Pedobacter luteus 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Bacilli |Bacillales |Paenibacillaceae |Brevibacillus |Brevibacillus borstelensis 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Bacilli |Bacillales |Paenibacillaceae |Fontibacillus |Fontibacillus phaseoli 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Bacilli |Bacillales |Paenibacillaceae |Paenibacillus |Paenibacillus pinihumi 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Bacilli |Bacillales |Paenibacillaceae |Paenibacillus |Paenibacillus polysaccharolyticus 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Bacilli |Bacillales |Staphylococcaceae |Staphylococcus |Staphylococcus sp. DORA_6_22 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Bacilli |Bacillales |Unknown|Acidibacillus |Acidibacillus ferrooxidans 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Bacilli |Lactobacillales |Lactobacillaceae |Lactobacillus |Lactobacillus algidus 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Bacilli |Lactobacillales |Lactobacillaceae |Lactobacillus |Lactobacillus salivarius 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Bacilli |Lactobacillales |Streptococcaceae |Floricoccus |Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Bacilli |Lactobacillales |Streptococcaceae |Streptococcus |Streptococcus sp. HMSC061E03 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Clostridium |Clostridium sp. AM16-23 	0	0	0	0	0	0	0	0	0	3.60E-07	4.06E-07	1.92E-07	0	0	0	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Clostridium |Clostridium sp. KNHs205 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Clostridium |Clostridium uliginosum 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Eubacteriaceae |Eubacterium |Eubacterium sp. TM06-47 	0	0	0	0	0	0	0	0	8.86E-07	0.000119665	0	3.13E-05	0	0	0	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Lachnospiraceae |Coprococcus |Coprococcus sp. CAG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Lachnospiraceae |Oribacterium |Oribacterium sp. NK2B42 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Lachnospiraceae |Roseburia |Roseburia inulinivorans CAG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Lachnospiraceae |Roseburia |Roseburia sp. AF42-8 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Lachnospiraceae |Unknown|Lachnospiraceae bacterium AM26-1LB 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Lachnospiraceae |Unknown|Lachnospiraceae bacterium TF09-5 	0	0	0	0	0	0	0	0	0	0	0	0	0	1.28E-05	0	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Peptococcaceae |Desulfosporosinus |Desulfosporosinus sp. FKA 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Peptostreptococcaceae |Peptoanaerobacter |Peptoanaerobacter stomatis 	0	0	0	0	0	0	0	0	0	5.40E-07	0	2.88E-07	0	0	0	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Ruminococcaceae |Anaerotruncus |Anaerotruncus rubiinfantis 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Ruminococcaceae |Ruminococcus |Ruminococcus sp. AF12-5 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Ruminococcaceae |Ruminococcus |Ruminococcus sp. AF37-6AT 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Ruminococcaceae |Ruminococcus |Ruminococcus sp. AF46-10NS 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Ruminococcaceae |Ruminococcus |Ruminococcus sp. B05 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Ruminococcaceae |Ruminococcus |Ruminococcus sp. SR1/5 	0	0	0	0	5.04E-07	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Clostridia |Thermoanaerobacterales |Unknown|Unknown|Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Negativicutes |Selenomonadales |Selenomonadaceae |Megamonas |Megamonas rupellensis 	0	0	0	0	0	0	0	0	0	0	0	7.68E-07	0	0	0	0	0	0				
Bacteria |Firmicutes |Negativicutes |Selenomonadales |Selenomonadaceae |Mitsuokella |Mitsuokella sp. AF21-1AC 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Negativicutes |Selenomonadales |Sporomusaceae |Anaeroarcus |Anaeroarcus burkinensis* 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Negativicutes |Veillonellales |Veillonellaceae |Veillonella |Veillonella sp. ACP1 	0	0	0	1.35E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Negativicutes |Veillonellales |Veillonellaceae |Veillonella |Veillonella sp. DORA_B_18_19_23 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Tissierellia |Tissierellales |Peptoniphilaceae |Anaerococcus |Anaerococcus mediterraneensis 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |unified Firmicutes sensu stricto no rank|Unknown|Unknown|Unknown|Firmicutes bacterium AF22-6AC 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |unified Firmicutes sensu stricto no rank|Unknown|Unknown|Unknown|Firmicutes bacterium HGW-Firmicutes-1 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Fusobacteria |Fusobacteriia |Fusobacteriales |Fusobacteriaceae |Fusobacterium |Fusobacterium naviforme 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Proteobacteria |Betaproteobacteria |Burkholderiales |Alcaligenaceae |Alcaligenes |Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Proteobacteria |Deltaproteobacteria |Unknown|Unknown|Unknown|delta proteobacterium PSCGC 5451 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Proteobacteria |Gammaproteobacteria |Enterobacterales |Erwiniaceae |Buchnera |Buchnera aphidicola 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Proteobacteria |Gammaproteobacteria |Pasteurellales |Pasteurellaceae |Haemophilus |Haemophilus parainfluenzae 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Proteobacteria |Gammaproteobacteria |Unknown|Unknown|Unknown|Gammaproteobacteria bacterium GWE2_37_16 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Eukaryota |Chordata |Sarcopterygii super|Neognathae super|Sylvioidea super|Hirundo |Hirundo rustica 	0	0	0	0	0	0	0	1.81E-07	0	0	0	0	0	0	0	0	0	0				
Viruses |Unknown|unified Siphoviridae no rank|Caudovirales |Siphoviridae |Unknown|Siphovirus contig89 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Actinobacteria |Actinobacteria |Micrococcales |Dermabacteraceae |Devriesea |Devriesea agamarum* 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Bacteroidetes |Bacteroidia |Bacteroidales |Bacteroidaceae |Bacteroides |Bacteroides helcogenes 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Bacteroidetes |Bacteroidia |Bacteroidales |Bacteroidaceae |Bacteroides |Bacteroides sartorii 	0	0	0	0	0	0	0	0	4.13E-06	0.00016915	0.0002844	0.000277503	0	2.43E-07	6.37E-07	0	0	0				
Bacteria |Bacteroidetes |Bacteroidia |Bacteroidales |Bacteroidaceae |Bacteroides |Bacteroides sp. 41_26 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Bacteroidetes |Bacteroidia |Bacteroidales |Bacteroidaceae |Bacteroides |Bacteroides sp. AF14-46 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.92E-07	5.01E-07	1.08E-06				
Bacteria |Bacteroidetes |Bacteroidia |Bacteroidales |Bacteroidaceae |Bacteroides |Bacteroides sp. AF17-1 	0	0	0	0	0	0	0	0	7.38E-07	0	0	0	0	0	0	0	0	0				
Bacteria |Bacteroidetes |Bacteroidia |Bacteroidales |Bacteroidaceae |Bacteroides |Bacteroides sp. AF36-11BH 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Bacteroidetes |Bacteroidia |Bacteroidales |Bacteroidaceae |Bacteroides |Bacteroides sp. HMSC068A09 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Bacteroidetes |Bacteroidia |Bacteroidales |Bacteroidaceae |Bacteroides |Bacteroides xylanolyticus 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Bacteroidetes |Bacteroidia |Bacteroidales |Dysgonamonadaceae |Proteiniphilum |Proteiniphilum acetatigenes 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Bacteroidetes |Bacteroidia |Bacteroidales |Prevotellaceae |Prevotella |Prevotella pallens 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Bacteroidetes |Bacteroidia |Bacteroidales |Prevotellaceae |Prevotella |Prevotella salivae 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Bacteroidetes |Bacteroidia |Bacteroidales |Prevotellaceae |Prevotella |Prevotella sp. 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Bacteroidetes |Bacteroidia |Bacteroidales |Prevotellaceae |Prevotella |Prevotella sp. F0091 	0	0	0	0	0	0	5.65E-07	1.81E-07	1.48E-07	0	0	0	0	0	0	0	0	0				
Bacteria |Bacteroidetes |Bacteroidia |Bacteroidales |Prevotellaceae |Prevotella |Prevotella sp. tc2-28 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Bacteroidetes |Bacteroidia |Bacteroidales |Tannerellaceae |Parabacteroides |Parabacteroides sp. AM18-12LB 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Bacteroidetes |Bacteroidia |Bacteroidales |Tannerellaceae |Tannerella |Tannerella sp. AF04-6 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Bacteroidetes |Bacteroidia |Bacteroidales |Tannerellaceae |Tannerella |Tannerella sp. oral taxon 808 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Bacteroidetes |Bacteroidia |Bacteroidales |Tannerellaceae |Tannerella |Tannerella sp. oral taxon HOT-286 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Bacteroidetes |Bacteroidia |Bacteroidales |Tannerellaceae |Tannerella |Unknown	0	0	0	0	0	0	8.47E-07	0	1.48E-07	0	0	0	0	0	0	0	0	0				
Bacteria |Bacteroidetes |Bacteroidia |Bacteroidales |Unknown|Unknown|Bacteroidales bacterium Barb6 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Bacteroidetes |Bacteroidia |Bacteroidales |Unknown|Unknown|Bacteroidales bacterium Barb7 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Bacteroidetes |Bacteroidia |Unknown|Unknown|Unknown|Bacteroidia bacterium 44-10 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Bacteroidetes |Cytophagia |Cytophagales |Cytophagaceae |Dyadobacter |Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Bacteroidetes |Cytophagia |Cytophagales |Hymenobacteraceae |Unknown|Hymenobacteraceae bacterium SYSU D60016* 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Bacteroidetes |Flavobacteriia |Flavobacteriales |Flavobacteriaceae |Algoriella |Algoriella xinjiangensis* 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Bacteroidetes |Flavobacteriia |Flavobacteriales |Flavobacteriaceae |Cloacibacterium |Cloacibacterium normanense* 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Bacteroidetes |Flavobacteriia |Flavobacteriales |Flavobacteriaceae |Elizabethkingia |Elizabethkingia anophelis 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Bacteroidetes |Flavobacteriia |Flavobacteriales |Flavobacteriaceae |Flavobacterium |Unknown	0	0	0	0	0	0	0	0	0	0	0	2.88E-07	0	0	0	0	0	0				
Bacteria |Bacteroidetes |Sphingobacteriia |Sphingobacteriales |Sphingobacteriaceae |Pedobacter |Pedobacter sp. KBW06 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |candidate division CPR2 |unified Bacteria no rank|Unknown|Unknown|Unknown|candidate division CPR2 bacterium GWD2_39_7 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Candidatus Saccharibacteria |unified Bacteria no rank|Unknown|Unknown|Candidatus Saccharimonas |Candidatus Saccharimonas sp. 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Candidatus Uhrbacteria |unified Bacteria no rank|Unknown|Unknown|Unknown|Candidatus Uhrbacteria bacterium GW2011_GWF2_39_13 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Chloroflexi |unified Chloroflexi no rank|Unknown|Unknown|Unknown|Chloroflexi bacterium UTCFX4 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Cyanobacteria |Unknown|Nostocales |Nostocaceae |Nostoc |Nostoc sp. 'Lobaria pulmonaria 5183 cyanobiont' 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Cyanobacteria |Unknown|Synechococcales |Leptolyngbyaceae |Phormidesmis |Phormidesmis priestleyi 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Bacilli |Bacillales |Bacillaceae |Bacillus |Bacillus timonensis 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Bacilli |Bacillales |Paenibacillaceae |Cohnella |Cohnella sp. SGD-V74 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Bacilli |Lactobacillales |Enterococcaceae |Enterococcus |Enterococcus columbae 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Clostridium |Clostridium sp. SS2/1 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Massilioclostridium |Massilioclostridium sp. 	0	0	0	0	0	0	0	0	0	0	2.03E-07	4.80E-07	3.54E-07	1.22E-07	0	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Eubacteriaceae |Eubacterium |Eubacterium callanderi 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Eubacteriaceae |Eubacterium |Eubacterium sp. 14-2 	0	0	0	0	0	0	0	0	0	0	0	0	1.18E-07	3.65E-07	3.19E-07	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Lachnospiraceae |Blautia |Blautia sp. AM29-29 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Lachnospiraceae |Butyrivibrio |Butyrivibrio sp. NC2007 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Lachnospiraceae |Coprococcus |Coprococcus sp. AF18-48 	0	0	0	0	0	0	0	0	0	0	0	0	8.26E-07	0	6.69E-06	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Lachnospiraceae |Lachnoclostridium |Lachnoclostridium sp. YL32 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Lachnospiraceae |Unknown|Lachnospiraceae bacterium AM21-21 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Lachnospiraceae |Unknown|Lachnospiraceae bacterium COE1 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Peptococcaceae |Dehalobacter |Dehalobacter sp. DCA 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Unknown|Unknown|Clostridiales bacterium COT073_COT-073 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Negativicutes |Selenomonadales |Selenomonadaceae |Selenomonas |Selenomonas artemidis 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Negativicutes |Veillonellales |Veillonellaceae |Megasphaera |Megasphaera sp. An286 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Negativicutes |Veillonellales |Veillonellaceae |Negativicoccus |Negativicoccus massiliensis 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Fusobacteria |Fusobacteriia |Fusobacteriales |Fusobacteriaceae |Fusobacterium |Fusobacterium varium 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Lentisphaerae |Lentisphaeria |Victivallales |Unknown|Unknown|Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Proteobacteria |Alphaproteobacteria |Rhizobiales |Bradyrhizobiaceae |Rhodopseudomonas |Rhodopseudomonas palustris 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Proteobacteria |Alphaproteobacteria |Unknown|Unknown|Micavibrio |Micavibrio aeruginosavorus 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Proteobacteria |Betaproteobacteria |Burkholderiales |Unknown|Unknown|Burkholderiales bacterium 1_1_47 	0	0	0	0	0	0	0	0	0	3.28E-05	0	0	0	0	0	0	0	0				
Bacteria |Proteobacteria |Gammaproteobacteria |Aeromonadales |Succinivibrionaceae |Anaerobiospirillum |Anaerobiospirillum thomasii 	0	0	0	0	0	0	8.47E-07	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Proteobacteria |Gammaproteobacteria |Chromatiales |Chromatiaceae |Unknown|Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Proteobacteria |Gammaproteobacteria |Enterobacterales |Budviciaceae |Leminorella |Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Proteobacteria |Gammaproteobacteria |Enterobacterales |Enterobacteriaceae |Enterobacter |Enterobacter sp. CGMCC 5087 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Proteobacteria |Gammaproteobacteria |Enterobacterales |Erwiniaceae |Pantoea |Pantoea sp. PSNIH1 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Proteobacteria |Gammaproteobacteria |Oceanospirillales |Halomonadaceae |Halomonas |Halomonas meridiana 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Eukaryota |Streptophyta |Unknown|Unknown|Unknown|Unknown|Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Actinobacteria |Actinobacteria |Bifidobacteriales |Bifidobacteriaceae |Bifidobacterium |Bifidobacterium animalis 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Bacteroidetes |Bacteroidia |Bacteroidales |Bacteroidaceae |Bacteroides |Bacteroides sp. AF32-15BH 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Lachnospiraceae |Anaerostipes |Anaerostipes sp. CAG	0	0	0	0	0	0	0	0	0	0	0	0	0	3.65E-07	6.85E-06	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Lachnospiraceae |Blautia |Blautia sp. AM47-4 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Lachnospiraceae |Butyrivibrio |Butyrivibrio sp. AE3004 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Lachnospiraceae |Dorea |uncultured Dorea sp. 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Lachnospiraceae |Lachnoclostridium |[Clostridium] celerecrescens 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Ruminococcaceae |Ruminococcus |Ruminococcus sp. OM05-7 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Ruminococcaceae |Unknown|[Clostridium] sporosphaeroides 	0	0	0	0	0	0	0	0	0	7.20E-07	2.03E-07	1.92E-07	0	0	0	0	0	0				
Bacteria |Firmicutes |Clostridia |Natranaerobiales |Natranaerobiaceae |Natranaerobius |Natranaerobius thermophilus 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Tissierellia |Tissierellales |Tissierellaceae |Tissierella |Tissierella sp. P1 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Fusobacteria |Fusobacteriia |Fusobacteriales |Fusobacteriaceae |Fusobacterium |Fusobacterium sp. oral taxon 370 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Fusobacteria |Fusobacteriia* |Unknown|Unknown|Unknown|Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Proteobacteria |Betaproteobacteria |Burkholderiales |Unknown|Unknown|Burkholderiales bacterium 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
